52,3,6,3,,,
73,56,69,nan,68,66.5,
87,65,84,68,nan,76,71.3
44,6,8,2,,,
 ,,,,,,
nan,100,12,18,19,37.25,
100,nan,12,18,19,37.25,
12,12,nan,55,50,32.25,
18,18,55,nan,91,45.5,
19,19,50,91,nan,44.75,39.4
73,4,8,3,,,
 ,,,,,,
nan,18,37,36,21,28,
18,nan,66,65,91,60,
37,66,nan,98,74,68.75,
36,65,98,nan,73,68,
21,91,74,73,nan,64.75,57.9
53,8,7,3,,,
 ,,,,,,
nan,72,79,81,79,77.75,
72,nan,78,79,78,76.75,
79,78,nan,97,100,88.5,
81,79,97,nan,97,88.5,
79,78,100,97,nan,88.5,84
76,3,6,2,,,
 ,,,,,,
nan,71,39,63,71,61,
71,nan,61,91,100,80.75,
39,61,nan,59,61,55,
63,91,59,nan,91,76,
71,100,61,91,nan,80.75,70.7
63,4,8,3,,,
 ,,,,,,
nan,29,59,30,100,54.5,
29,nan,6,15,29,19.75,
59,6,nan,33,59,39.25,
30,15,33,nan,30,27,
100,29,59,30,nan,54.5,39
67,4,4,3,,,
 ,,,,,,
nan,76,88,100,60,81,
76,nan,75,76,76,75.75,
88,75,nan,88,66,79.25,
100,76,88,nan,60,81,
60,76,66,60,nan,65.5,76.5
47,6,7,4,,,
 ,,,,,,
nan,83,87,84,48,75.5,
83,nan,80,83,43,72.25,
87,80,nan,74,54,73.75,
84,83,74,nan,38,69.75,
48,43,54,38,nan,45.75,67.4
76,6,2,3,,,
 ,,,,,,
nan,45,61,65,92,65.75,
45,nan,56,54,43,49.5,
61,56,nan,94,68,69.75,
65,54,94,nan,64,69.25,
92,43,68,64,nan,66.75,64.2
51,6,5,2,,,
 ,,,,,,
nan,22,23,23,23,22.75,
22,nan,83,83,83,67.75,
23,83,nan,100,100,76.5,
23,83,100,nan,100,76.5,
23,83,100,100,nan,76.5,64
78,5,3,3,,,
 ,,,,,,
nan,77,81,75,48,70.25,
77,nan,60,54,55,61.5,
81,60,nan,91,45,69.25,
75,54,91,nan,44,66,
48,55,45,44,nan,48,63
35,8,6,4,,,
 ,,,,,,
nan,39,59,56,55,52.25,
39,nan,71,68,67,61.25,
59,71,nan,87,83,75,
56,68,87,nan,80,72.75,
55,67,83,80,nan,71.25,66.5
78,6,2,3,,,
 ,,,,,,
nan,53,49,59,48,52.25,
53,nan,67,77,91,72,
49,67,nan,90,60,66.5,
59,77,90,nan,70,74,
48,91,60,70,nan,67.25,66.4
27,8,8,4,,,
 ,,,,,,
nan,51,31,30,38,37.5,
51,nan,80,55,84,67.5,
31,80,nan,61,77,62.25,
30,55,61,nan,59,51.25,
38,84,77,59,nan,64.5,56.6
50,5,4,4,,,
 ,,,,,,
nan,62,61,67,67,64.25,
62,nan,70,82,82,74,
61,70,nan,74,74,69.75,
67,82,74,nan,100,80.75,
67,82,74,100,nan,80.75,73.9
69,2,7,3,,,
 ,,,,,,
nan,95,55,72,72,73.5,
95,nan,49,77,77,74.5,
55,49,nan,55,52,52.75,
72,77,55,nan,94,74.5,
72,77,52,94,nan,73.75,69.8
53,3,4,3,,,
 ,,,,,,
nan,72,89,39,38,59.5,
72,nan,75,33,43,55.75,
89,75,nan,33,36,58.25,
39,33,33,nan,60,41.25,
38,43,36,60,nan,44.25,51.8
36,2,8,2,,,
 ,,,,,,
nan,43,51,43,65,50.5,
43,nan,86,100,70,74.75,
51,86,nan,86,77,75,
43,100,86,nan,70,74.75,
65,70,77,70,nan,70.5,69.1
33,7,8,3,,,
 ,,,,,,
nan,69,65,81,68,70.75,
69,nan,96,82,69,79,
65,96,nan,78,66,76.25,
81,82,78,nan,82,80.75,
68,69,66,82,nan,71.25,75.6
49,8,8,3,,,
 ,,,,,,
nan,67,68,64,67,66.5,
67,nan,96,84,100,86.75,
68,96,nan,84,96,86,
64,84,84,nan,84,79,
67,100,96,84,nan,86.75,81
56,5,2,2,,,
 ,,,,,,
nan,92,85,59,93,82.25,
92,nan,78,52,85,76.75,
85,78,nan,64,78,76.25,
59,52,64,nan,63,59.5,
93,85,78,63,nan,79.75,74.9
53,4,2,2,,,
 ,,,,,,
nan,93,100,87,100,95,
93,nan,93,93,93,93,
100,93,nan,87,100,95,
87,93,87,nan,87,88.5,
100,93,100,87,nan,95,93.3
34,2,2,4,,,
 ,,,,,,
nan,80,54,57,59,62.5,
80,nan,62,53,66,65.25,
54,62,nan,50,60,56.5,
57,53,50,nan,40,50,
59,66,60,40,nan,56.25,58.1
32,5,4,3,,,
 ,,,,,,
nan,78,88,81,81,82,
78,nan,90,83,83,83.5,
88,90,nan,92,92,90.5,
81,83,92,nan,100,89,
81,83,92,100,nan,89,86.8
40,6,5,3,,,
 ,,,,,,
nan,54,39,100,61,63.5,
54,nan,42,54,59,52.25,
39,42,nan,39,43,40.75,
100,54,39,nan,61,63.5,
61,59,43,61,nan,56,55.2
80,7,7,3,,,
 ,,,,,,
nan,88,98,87,74,86.75,
88,nan,88,98,84,89.5,
98,88,nan,89,75,87.5,
87,98,89,nan,85,89.75,
74,84,75,85,nan,79.5,86.6
56,5,6,2,,,
 ,,,,,,
nan,37,70,70,100,69.25,
37,nan,44,44,37,40.5,
70,44,nan,100,70,71,
70,44,100,nan,70,71,
100,37,70,70,nan,69.25,64.2
66,2,2,2,,,
 ,,,,,,
nan,100,100,100,100,100,
100,nan,100,100,100,100,
100,100,nan,100,100,100,
100,100,100,nan,100,100,
100,100,100,100,nan,100,100
77,3,2,4,,,
 ,,,,,,
nan,48,65,73,59,61.25,
48,nan,61,50,64,55.75,
65,61,nan,59,51,59,
73,50,59,nan,50,58,
59,64,51,50,nan,56,58
27,6,5,3,,,
 ,,,,,,
nan,66,66,50,100,70.5,
66,nan,100,43,66,68.75,
66,100,nan,43,66,68.75,
50,43,43,nan,50,46.5,
100,66,66,50,nan,70.5,65
46,8,6,2,,,
 ,,,,,,
nan,67,35,61,75,59.5,
67,nan,21,51,47,46.5,
35,21,nan,53,29,34.5,
61,51,53,nan,45,52.5,
75,47,29,45,nan,49,48.4
51,2,3,4,,,
 ,,,,,,
nan,26,35,55,77,48.25,
26,nan,12,30,23,22.75,
35,12,nan,26,41,28.5,
55,30,26,nan,62,43.25,
77,23,41,62,nan,50.75,38.7
62,5,2,2,,,
 ,,,,,,
nan,17,93,84,93,71.75,
17,nan,18,25,18,19.5,
93,18,nan,90,100,75.25,
84,25,90,nan,90,72.25,
93,18,100,90,nan,75.25,62.8
59,5,4,3,,,
 ,,,,,,
nan,67,38,41,44,47.5,
67,nan,63,62,67,64.75,
38,63,nan,89,83,68.25,
41,62,89,nan,93,71.25,
44,67,83,93,nan,71.75,64.7
71,4,5,3,,,
 ,,,,,,
nan,91,91,91,91,91,
91,nan,96,96,96,94.75,
91,96,nan,100,100,96.75,
91,96,100,nan,100,96.75,
91,96,100,100,nan,96.75,95.2
64,3,8,4,,,
 ,,,,,,
nan,90,70,84,70,78.5,
90,nan,73,91,73,81.75,
70,73,nan,76,100,79.75,
84,91,76,nan,76,81.75,
70,73,100,76,nan,79.75,80.3
65,8,2,3,,,
 ,,,,,,
nan,91,79,79,85,83.5,
91,nan,72,72,93,82,
79,72,nan,100,70,80.25,
79,72,100,nan,70,80.25,
85,93,70,70,nan,79.5,81.1
79,6,5,3,,,
 ,,,,,,
nan,50,55,55,51,52.75,
50,nan,88,88,93,79.75,
55,88,nan,100,95,84.5,
55,88,100,nan,95,84.5,
51,93,95,95,nan,83.5,77
76,7,5,4,,,
 ,,,,,,
nan,69,100,95,87,87.75,
69,nan,69,71,59,67,
100,69,nan,95,87,87.75,
95,71,95,nan,85,86.5,
87,59,87,85,nan,79.5,81.7
49,6,6,2,,,
 ,,,,,,
nan,100,62,100,46,77,
100,nan,62,100,46,77,
62,62,nan,62,78,66,
100,100,62,nan,46,77,
46,46,78,46,nan,54,70.2
28,3,7,2,,,
 ,,,,,,
nan,54,84,91,100,82.25,
54,nan,42,46,54,49,
84,42,nan,82,84,73,
91,46,82,nan,91,77.5,
100,54,84,91,nan,82.25,72.8
51,3,5,2,,,
 ,,,,,,
nan,94,100,100,100,98.5,
94,nan,94,94,94,94,
100,94,nan,100,100,98.5,
100,94,100,nan,100,98.5,
100,94,100,100,nan,98.5,97.6
43,8,3,4,,,
 ,,,,,,
nan,63,84,86,91,81,
63,nan,51,64,57,58.75,
84,51,nan,71,91,74.25,
86,64,71,nan,78,74.75,
91,57,91,78,nan,79.25,73.6
69,4,5,2,,,
 ,,,,,,
nan,35,nan,32,20,29,
35,nan,nan,6,36,25.66666667,
nan,nan,nan,nan,nan,nan,
32,6,nan,nan,nan,19,
20,36,nan,nan,nan,28,25.41666667
56,6,3,2,,,
 ,,,,,,
nan,100,100,93,100,98.25,
100,nan,100,93,100,98.25,
100,100,nan,93,100,98.25,
93,93,93,nan,93,93,
100,100,100,93,nan,98.25,97.2
71,8,7,4,,,
 ,,,,,,
53,6,6,4,,,
 ,,,,,,
nan,66,69,57,62,63.5,
66,nan,49,46,57,54.5,
69,49,nan,85,62,66.25,
57,46,85,nan,67,63.75,
62,57,62,67,nan,62,62
35,2,2,4,,,
 ,,,,,,
nan,39,21,26,20,26.5,
39,nan,20,24,13,24,
21,20,nan,38,65,36,
26,24,38,nan,48,34,
20,13,65,48,nan,36.5,31.4
51,2,8,4,,,
 ,,,,,,
nan,94,58,92,94,84.5,
94,nan,62,96,98,87.5,
58,62,nan,65,64,62.25,
92,96,65,nan,96,87.25,
94,98,64,96,nan,88,81.9
55,8,7,4,,,
 ,,,,,,
nan,52,32,20,51,38.75,
52,nan,49,32,98,57.75,
32,49,nan,74,48,50.75,
20,32,74,nan,33,39.75,
51,98,48,33,nan,57.5,48.9
33,6,8,2,,,
 ,,,,,,
nan,61,61,nan,61,61,
61,nan,100,nan,100,87,
61,100,nan,nan,100,87,
nan,nan,nan,nan,nan,nan,
61,100,100,nan,nan,87,80.5
42,7,3,4,,,
 ,,,,,,
nan,63,60,78,74,68.75,
63,nan,91,59,65,69.5,
60,91,nan,70,63,71,
78,59,70,nan,67,68.5,
74,65,63,67,nan,67.25,69
36,3,6,4,,,
 ,,,,,,
nan,77,58,75,77,71.75,
77,nan,44,75,83,69.75,
58,44,nan,52,45,49.75,
75,75,52,nan,81,70.75,
77,83,45,81,nan,71.5,66.7
69,3,4,2,,,
 ,,,,,,
nan,44,44,70,51,52.25,
44,nan,100,47,90,70.25,
44,100,nan,47,90,70.25,
70,47,47,nan,54,54.5,
51,90,90,54,nan,71.25,63.7
62,4,6,2,,,
 ,,,,,,
nan,15,25,15,56,27.75,
15,nan,5,100,38,39.5,
25,5,nan,5,37,18,
15,100,5,nan,38,39.5,
56,38,37,38,nan,42.25,33.4
33,3,3,3,,,
 ,,,,,,
nan,92,60,92,66,77.5,
92,nan,66,100,71,82.25,
60,66,nan,66,93,71.25,
92,100,66,nan,71,82.25,
66,71,93,71,nan,75.25,77.7
76,2,5,2,,,
 ,,,,,,
nan,48,64,64,48,56,
48,nan,80,80,100,77,
64,80,nan,100,80,81,
64,80,100,nan,80,81,
48,100,80,80,nan,77,74.4
72,6,2,3,,,
 ,,,,,,
nan,71,51,81,43,61.5,
71,nan,59,55,68,63.25,
51,59,nan,61,53,56,
81,55,61,nan,28,56.25,
43,68,53,28,nan,48,57
45,3,7,2,,,
 ,,,,,,
nan,100,61,100,100,90.25,
100,nan,61,100,100,90.25,
61,61,nan,61,61,61,
100,100,61,nan,100,90.25,
100,100,61,100,nan,90.25,84.4
30,7,8,2,,,
 ,,,,,,
nan,100,100,91,100,97.75,
100,nan,100,91,100,97.75,
100,100,nan,91,100,97.75,
91,91,91,nan,91,91,
100,100,100,91,nan,97.75,96.4
60,3,8,4,,,
 ,,,,,,
nan,73,75,55,63,66.5,
73,nan,93,65,83,78.5,
75,93,nan,68,80,79,
55,65,68,nan,50,59.5,
63,83,80,50,nan,69,70.5
66,4,3,3,,,
 ,,,,,,
nan,92,92,82,86,88,
92,nan,100,74,94,90,
92,100,nan,74,94,90,
82,74,74,nan,69,74.75,
86,94,94,69,nan,85.75,85.7
61,3,5,2,,,
 ,,,,,,
nan,56,34,28,56,43.5,
56,nan,69,48,100,68.25,
34,69,nan,71,69,60.75,
28,48,71,nan,48,48.75,
56,100,69,48,nan,68.25,57.9
72,3,6,4,,,
 ,,,,,,
nan,84,54,100,85,80.75,
84,nan,66,84,70,76,
54,66,nan,54,61,58.75,
100,84,54,nan,85,80.75,
85,70,61,85,nan,75.25,74.3
31,8,6,2,,,
 ,,,,,,
nan,100,100,87,87,93.5,
100,nan,100,87,87,93.5,
100,100,nan,87,87,93.5,
87,87,87,nan,100,90.25,
87,87,87,100,nan,90.25,92.2
73,3,8,4,,,
 ,,,,,,
nan,58,65,62,53,59.5,
58,nan,66,56,76,64,
65,66,nan,39,48,54.5,
62,56,39,nan,62,54.75,
53,76,48,62,nan,59.75,58.5
67,3,2,3,,,
 ,,,,,,
nan,97,100,100,100,99.25,
97,nan,97,97,97,97,
100,97,nan,100,100,99.25,
100,97,100,nan,100,99.25,
100,97,100,100,nan,99.25,98.8
72,8,4,3,,,
 ,,,,,,
nan,100,100,64,69,83.25,
100,nan,100,64,69,83.25,
100,100,nan,64,69,83.25,
64,64,64,nan,83,68.75,
69,69,69,83,nan,72.5,78.2
31,3,2,4,,,
 ,,,,,,
nan,82,60,93,18,63.25,
82,nan,74,89,27,68,
60,74,nan,69,23,56.5,
93,89,69,nan,21,68,
18,27,23,21,nan,22.25,55.6
41,8,3,3,,,
 ,,,,,,
nan,54,57,67,54,58,
54,nan,97,57,100,77,
57,97,nan,55,97,76.5,
67,57,55,nan,57,59,
54,100,97,57,nan,77,69.5
36,3,7,2,,,
 ,,,,,,
nan,53,44,100,60,64.25,
53,nan,66,53,91,65.75,
44,66,nan,44,58,53,
100,53,44,nan,60,64.25,
60,91,58,60,nan,67.25,62.9
80,8,2,3,,,
 ,,,,,,
nan,78,75,78,65,74,
78,nan,59,100,62,74.75,
75,59,nan,59,62,63.75,
78,100,59,nan,62,74.75,
65,62,62,62,nan,62.75,70
32,5,8,3,,,
 ,,,,,,
nan,93,84,91,71,84.75,
93,nan,90,96,67,86.5,
84,90,nan,86,76,84,
91,96,86,nan,66,84.75,
71,67,76,66,nan,70,82
40,8,5,3,,,
 ,,,,,,
nan,72,65,72,94,75.75,
72,nan,79,98,70,79.75,
65,79,nan,81,69,73.5,
72,98,81,nan,72,80.75,
94,70,69,72,nan,76.25,77.2
58,2,8,3,,,
 ,,,,,,
nan,89,67,66,59,70.25,
89,nan,62,55,54,65,
67,62,nan,91,49,67.25,
66,55,91,nan,43,63.75,
59,54,49,43,nan,51.25,63.5
35,4,2,3,,,
 ,,,,,,
nan,91,54,84,91,80,
91,nan,48,76,100,78.75,
54,48,nan,53,48,50.75,
84,76,53,nan,76,72.25,
91,100,48,76,nan,78.75,72.1
63,4,3,2,,,
 ,,,,,,
nan,16,38,38,43,33.75,
16,nan,50,50,48,41,
38,50,nan,100,80,67,
38,50,100,nan,80,67,
43,48,80,80,nan,62.75,54.3
80,8,7,4,,,
 ,,,,,,
nan,58,61,71,69,64.75,
58,nan,97,70,85,77.5,
61,97,nan,68,85,77.75,
71,70,68,nan,59,67,
69,85,85,59,nan,74.5,72.3
58,6,7,2,,,
 ,,,,,,
nan,95,100,89,50,83.5,
95,nan,95,91,55,84,
100,95,nan,89,50,83.5,
89,91,89,nan,50,79.75,
50,55,50,50,nan,51.25,76.4
36,3,6,3,,,
 ,,,,,,
nan,67,57,33,80,59.25,
67,nan,88,35,77,66.75,
57,88,nan,32,66,60.75,
33,35,32,nan,24,31,
80,77,66,24,nan,61.75,55.9
70,4,6,3,,,
 ,,,,,,